cps21_ResponseId,cps21_imp_iss,Q_Language
R_122Lthl7BONcUOj,National subsidized day care,EN
R_122MUOl58gJi8ya,Handling pandemic,EN
R_122SHpiGMcunjgx,COVID-19 health and safety,EN
R_122YCkU3qszThV4,public services,EN
R_122YbpCtyijMaTr,Economie,FR-CA
R_123YiG95mavyFAy,Covid,EN
R_1242p9ND6FZm1Of,Covid,EN
R_1245pGDQf87Ddnm,les transferts d'ardent aux provinces,FR-CA
R_124gAhSZDE2vcQV,Qfarmer geowth,EN
R_124oqY20CTonhXo,Vaccine passports,EN
R_125Sq9XHO1lIveA,"COVID, medical & mental healthcare, Ethics & accountability",EN
R_126ewLHHYTC2Rew,IT'S ABOUT ECONOMY,EN
R_126fZ9w1HrIfyK8,Covid,EN
R_126iA1rC0fJ6ARW,No issue,EN
R_128O3rI4sygTCY7,The way covid is handled,EN
R_128V8Xu6fWzBKgf,taxes,EN
R_128VvFLBI87FLvE,Coronavirus,EN
R_128Zm0z45g3lYZ3,Environnement,FR-CA
R_129JrfVt2K644dK,la dette,FR-CA
R_129KQ6JTu0AlFI9,THERE IS NOTHING IMPORTANT TO  ME AS THEY WILL  DO WHAT THEY WANT,EN
R_129M9OPVcqqyps9,Environnement,FR-CA
R_129Mi4bo2w7684c,senoirs,EN
R_129XrWZuuGfCRoE,Climate change,EN
R_129otwX521ZyZRn,Réduction des dépenses,FR-CA
R_12DTkxAPJMheEIA,Les conditions de travail et la réduction de l’écart entre les riches et les pauvres,FR-CA
R_12DU6bRXxAke9KF,"Get back on track, stop wasting money aboard and take care of ppl in need, housing, veterans, old age etc",EN
R_12DYlXvl89zpZgM,Economy,EN
R_12DsZUpSwANhkzr,covid and covid money issues,EN
R_12DwyP2QVj2W5Q0,Money for families/ help with rent,EN
R_12EKAYs3kwKZn7s,Health care,EN
R_12EaNrby6s63LgO,Health care,EN
R_12EjTHEq8mYwAPA,people should get appropriate medical and financial help they need to live with a roof and food,EN
R_12EwW6u110zhtsf,Maintaining rights and freedoms,EN
R_12FFHDe5qUvgUUl,"Indigenous persons issues including housing, clean water & reconciliation.",EN
R_12FKS29iQmlGT4i,Jobs,EN
R_12FPEMPBgxygIwh,"Government control, vaccine passports",EN
R_12FibzDG737rQnn,Money for families,EN
R_12FikOonLPuPsd5,crime,EN
R_12FlfCTopuk1f6G,COVID 19,EN
R_12G9WwcTB0A32RD,Immigration,EN
R_12GeOhDFT4Y3w5O,Affordable housing for first time buyers,EN
R_12GemeybJyLzDQD,the election itself,EN
R_12Gw4oWtSYR6esb,The fact that it was called during a pandemic. WE did not need it!,EN
R_12JBQyWy6TlUlBN,Over taxation,EN
R_12JOF6w9TW8YGO5,L'habitation,FR-CA
R_12JUMixpgeOt0vg,Covid,EN
R_12JXqseGDqOO3Vj,homelessness,EN
R_12JY4fixz3eaogj,Not sure?,EN
R_12JfYjvelRQHXsk,Covid,EN
R_12JuwToTCmaYyc9,criminals in office,EN
R_12KCZdGS8vZ2LSs,getting rid of Trudeau,EN
R_12Kk5XuaNrY9xKm,La dette publique.,FR-CA
R_12L21wHAJRNrsZ0,Environmental,EN
R_12LHK2JPLiMd5na,Debt,EN
R_12LKHelJq6F9j2p,Redresser l'économie du pays,FR-CA
R_12LQZdIx2S8tEyM,Raising the OAS & Senior Housing,EN
R_12LlXHWKzYCeA03,Health care,EN
R_12Lo4UOesjisat8,Homelessness,EN
R_12M6JzbKYnoFnxO,Cost of living,EN
R_12MdXhdRrOSb9w1,It’s really interesting.,EN
R_12MeBXbEY1oQaEQ,Economy,EN
R_12Mg582EfR3vCTD,the economy,EN
R_12MszYTHACpHm08,COVID-19,EN
R_12MxxnltKhpgOsP,Economy,EN
R_12MyC9uCneyNul9,Adequate support for Seniors,EN
R_12PG0rwrkYFsGtY,La dette,FR-CA
R_12PRDwSig604VE7,Child care,EN
R_12PSUZtg3wOCtuW,COVID-19,EN
R_12PdVYGZ9y8jOsm,Jobs,EN
R_12PehEwA8rQUTap,Future green economy,EN
R_12PiYW9FaRVfNsy,"Armes à feu, Logements,Sans-abri!!!!!!",FR-CA
R_12PilyRwRomsYpC,Environnement,FR-CA
R_12PtVKRC62GOeJZ,Transparency,EN
R_12Qgy9LRbY0N0NO,Removal of Justin Trudeau,EN
R_12QjwOg6B5TYvcn,Cerb,EN
R_12Qm6MqulNmlRWR,Economy and debt,EN
R_12QsM6b6Ta4x70W,mental health,EN
R_12RKyXtB8ISdmM5,Discrimination,EN
R_12RLcEZuYrqDo5S,-99,EN
R_12RQKVfFS2lzQM1,Combatting Covid,EN
R_12RUNSMuMM2t2g6,economy,EN
R_12RXWfiwYvKYmv3,Affordability,EN
R_12RnfEM9QOW2Hdh,Environnement,FR-CA
R_12RoX3dwDPybucX,La gestion de la crise sanitaire,FR-CA
R_12Rrwerw16D7QCg,Climate change,EN
R_12SHmhwuzDV8a8V,Candidate integrity,EN
R_12Scr4D8nTtDsus,Taxes,EN
R_12SerZFYUy2H7rO,la crise du logement,FR-CA
R_12SkqpJPFTsyP4c,Climate change,EN
R_12SyBDe1jIH8WR7,Deficit,EN
R_12b62ijz5gb6yRB,People running do what they promise,EN
R_12b78tcxnBfVuye,Encroachment on our rights and freedoms,EN
R_12bXQL9nXLVBQfC,Reprise économique,FR-CA
R_12bafF1JqCSsgEQ,Deficit,EN
R_12bgBrh1Gkth4aR,Covid 19,EN
R_12eVc1UWfHfTftj,AFFORDABLE HOUSING,EN
R_12eWVq7CuRM9Qgx,la santé et les pensions,FR-CA
R_12fE4YQ3viCV9VF,que TRUDEAU passe,FR-CA
R_12fERpbAcWkI327,Students education,EN
R_12fOCXtAQqTxAmi,HEALTH CARE,EN
R_12fP4ubffBl60X4,Covid,EN
R_12feucDwF7G6uUt,Strong honest Leadership,EN
R_12ffi3ALkeBwdCP,SANTÉ,FR-CA
R_12g3wKydH9g1KJK,"Égalité, avortement, environnement, LGBTQ",FR-CA
R_12gMYVjJTMkJmEU,Heathcare,EN
R_12gQVakDVCFOXmg,I hope they start helping First Nation People.,EN
R_12gVoqzfh6kfs7Y,Timing of this election is not good.,EN
R_12gv3TiPYRq6WBO,Climate change,EN
R_12hiKsta4tSVHkT,CESSER LES DÉPENSES EXCESSIVES DE TRUDEAU COMME LA PCU,FR-CA
R_12hisRh7ZiCqeHy,Lack of accountability by the Prime Minister,EN
R_12hjUYqNghr4GZz,sante,FR-CA
R_12hkcUWP4R3YQdh,leadership,EN
R_12ijFssyjwdnyew,environnement,FR-CA
R_12kXGSsJCAlI5gl,A sustainable economy and controlling government mega debt,EN
R_12kXxgmEBwbzl5f,Mental Health Care Access,EN
R_12l2aITTiacmQCg,response to corona virus pandemic,EN
R_12l6B4IsUk54HOi,Environmental Protection and Climate Change,EN
R_12lIbghKMVGVmM3,Childcare,EN
R_12lInz8TxqvugsP,More jobs,EN
R_12lk7PDVomMy87o,Getting rid of the Liberals,EN
R_12mMdh60nATpJzO,Covid 19,EN
R_12mY37pg2becrrJ,Medical care for seniors,EN
R_12mf30ieVYbiQ5n,Ecomony,EN
R_12mt1ISVXNmdQBf,Deficit,EN
R_12mtRrSdz0Tk1Gw,LE RESPECT DES COMPÉTENCES DES PROVINCES,FR-CA
R_12mzxngbAiooRvQ,Economy,EN
R_12nWoO4H8Ek6r7d,china,EN
R_12nfoYuTnI8S3Y2,That it's fair,EN
R_12nir0XmBlmH4XZ,Housing and rent,EN
R_12o0Kc3XQtPnapk,-99,EN
R_12o4TWeDTK6XVAv,Student debt,EN
R_12oskIm8QU2T2Rq,Fairness in all areas,EN
R_12r8et4DM3NGg8v,the size of the deficit,EN
R_12rGLAsJQUpUAfF,Mental Health care,EN
R_12rNVp9TI99Ldsm,td,EN
R_12rRzQFALpTKpqF,Santé,FR-CA
R_12rmOMRawMiQDCx,Covid recovery,EN
R_12rqoSxygSo5qLE,Le réchauffement  climatique,FR-CA
R_12ruMT4XDSckgGP,Policy and governance direction,EN
R_12sOXqeD6ttoo0c,Mandatory vaccine policy,EN
R_12sOYltUTPZI8KY,Réchauffement climatique,FR-CA
R_12sQRLWSdDSlTUL,Environment,EN
R_12sRNuODJ9P65um,Indigenous Issues,EN
R_12sUCltxo5cTCRj,Climate change,EN
R_12sZyds6MJQ7wWX,Climate change,EN
R_12sf0Jm37EYhHLs,Helping muslims feel safe,EN
R_12sg6eQqCgymrHm,Crise sanitaire,FR-CA
R_12srSl9LU1x5kxc,Les droits des premières nations,FR-CA
R_12ssNVxJpzbmNxK,climate change,EN
R_12t10CCVa90UdQ9,Healthcare,EN
R_12tFPoi1GQP4F6j,Environnement,FR-CA
R_12tKzfJD1pA9HCq,TAXES,EN
R_12tYXpxdFu91c2k,Climate Change,EN
R_12tZ7JKPr6OSpSG,Healthcare,EN
R_12terWojAP8WaeK,"je ne sais  pas  encore,désolé !",FR-CA
R_12u6gdn0gRxCN69,Deficit,EN
R_12u91O1BCFLiYlP,Climate change,EN
R_12um5v51KhHJlv7,La santé,FR-CA
R_12unIUycYTv0sDZ,Nothing,EN
R_12x0FjgW69OFQMr,environment,EN
R_12xmDv0JeItGhHK,L'environnement,FR-CA
R_12xteUIHkmTqhwd,LA BONNE GESTION DE LA SANTÉ PUBLIQUE,FR-CA
R_12yBVkgU4SQAyfV,Health Care,EN
R_12yUB0oTedceptc,"Mental health, finances",EN
R_12yXGN838W4ZFoP,Health care,EN
R_12zFM6lRogVyA1v,Getting the corrupt Justin Trudeau and his corrupt party out of office.,EN
R_12zIsfUTBgDPyqC,Taxes,EN
R_12zJJB9thuwvmBa,How covid-19 continues to be handled,EN
R_12zL5FqBEXvic6Q,Cost of living,EN
R_12zqTGcwQO36ftk,SUPPORT FOR THE ELDERLY,EN
R_12zsg4HpCF9uhxH,COVID 19,EN
R_1ADOx5zqbcwhzxL,economy,EN
R_1AN4J8EEScB1snD,La langue francaise,FR-CA
R_1AdtDVYq20dpRJL,economy,EN
R_1B71k2fipBE8BoJ,Économie,FR-CA
R_1BKsSPc1NgrrSZX,Integrity,EN
R_1BMnG3reYPDxyVj,Le déficit financier,FR-CA
R_1BOQG2HmxUHvNpP,finances et dette,FR-CA
R_1BOQGKPrR2dzLmo,I don't have any personal issues with the federal election,EN
R_1BOROchcQUWiO1x,Federal debt,EN
R_1BP1QJvhHLyMuHz,Getting Trudeau out of office,EN
R_1BPBJzf8fWP1jCn,Socialism,EN
R_1BPBhfyV0GFTi4O,Climate change,EN
R_1BPDiFUP2oahB6v,aucun,FR-CA
R_1BPJRkJ0bITLdx7,Système de santé,FR-CA
R_1BPK1w1pSGEgF7W,Idk,EN
R_1BPLBMPDGCSL0Al,finance,FR-CA
R_1BPjqJxNJWx4wSq,Health care,EN
R_1BQ7tPI9JlxgEi7,Housing affordability,EN
R_1BQI4WH054a3WTo,Réduction du réchauffement climatique,FR-CA
R_1BQPO41PeX8RmW0,Covid 19,EN
R_1BQv9kUmVfDv06J,"The prime minister’s lies and abuse of our parliamentary system, not to mention the huge deficit taxpayers are not going to have to pay. totally unacceptable, but what can we expect from a drama school teacher born into an elitist family with more financial wealth than he could ever spend!",EN
R_1BR7nC7wd3Xpp3E,healthcare,EN
R_1BRBRmoWEh4pjmm,Environment,EN
R_1BRGbnAq4Ra4TVx,Not applicable,EN
R_1BRQBPyQwKgRTP6,"Getting on pass COVID, JOBS.",EN
R_1BRS8C8nIcYXP6E,COVID,EN
R_1BRT4GmTWEyvkoF,crooked mps,EN
R_1BReHILMmOyaOY9,Climate change,EN
R_1BRtbaJlT0onOIP,Climate Change,EN
R_1BRunG7xr6QPu7U,Climate Change,EN
R_1BSgnIpToAHk0lW,Debt,EN
R_1BSjQOfCVNrkg2h,Health Care,EN
R_1BSmWR3iUOnZvri,Economy,EN
R_1BSn5KkOPzrGsRw,To put someone in office who deserves and has earned the right to be there.  Someone who has their feet on the ground and can be objective.,EN
R_1BUWkwjhNzXzQxu,Coronavirus control,EN
R_1BUZwhTVwYD5BHH,Poverty and inequality,EN
R_1BVHmcIG9rmTIoL,Canada's economy and competitive position in an increasingly competitive world,EN
R_1BVPBsbjP2GvxEx,pandemic recovery - both economic and health,EN
R_1BVh4UykLx8t6bI,Taxes,EN
R_1BVhV9ZA1TFf1xV,standard of living,EN
R_1BVqUrXtlYtzyEM,Remboursement de la dette,FR-CA
R_1BW1tqPDZDxZWhx,COVID-19,EN
R_1BW1vtcFiuzff0b,Getting the economy into black and out of the red,EN
R_1BW5ZNeQOgfFfMH,Affordable housing,EN
R_1BWLf55pgWQdJpH,health care,EN
R_1BWMLGT5bTuBkg8,La baisse du coût de la vie,FR-CA
R_1BWPqTPiArmd1B8,Senior Pensions and care,EN
R_1BWSt72KbpRi5no,HEALTH care,EN
R_1BWqyiq5Fy52D1x,Income inequality,EN
R_1BWrLI4nV7vTAtS,la santé,FR-CA
R_1BWrunMdVizlCG8,jobs,EN
R_1BXE8zHpuioS2Ag,Women’s sex-based rights/ getting male sexual offenders out of women’s prisons.,EN
R_1BXcXBn6K9A3cTJ,The Climate,EN
R_1BYgb7ilanOwwSx,The COVID-19 pandemic,EN
R_1BYmKqIUHQYgAmS,La défense du Québec,FR-CA
R_1BpKBJMaHB1BSLL,eradicating Covid,EN
R_1BwrrpRFRFnK4YV,Housing,EN
R_1C0YNUJcANtMWce,Il faudrait qu'il soit plus fort,FR-CA
R_1C27ocRBTOWJgFQ,Climate change,EN
R_1C29FPfTOa6kUfk,Rise in Cost of Living,EN
R_1C2AMGAFXpcZ6Sb,Protection of the Charter of rights and violations to such based on health decisions.,EN
R_1C2ANidNMQ7nmiK,"covid-19 issues - vaccine rollout, vaccine production, booster shot, vaccine passport",EN
R_1C2UC1fNnhU27El,Environment,EN
R_1C2cRLpvfCx2wvw,Covid,FR-CA
R_1C3HmnK3tlzFoV1,Health Care,EN
R_1C3LMnVxVYTGroU,The environment,EN
R_1C3aK0MPnRoTw10,Payer la dette du canada,FR-CA
R_1C3i82CTMPlaLET,L’économie,FR-CA
R_1C3kZITvKNhyNX7,Health,EN
R_1C3mCItZ2X0Jyaj,Santé et éducation,FR-CA
R_1C4wJ6U50723TDw,Saving the environment and taxes to be lowered,EN
R_1C6ElsKyGYNIhah,Healthcare,EN
R_1C778XgrWBYtM6S,the pandemic & the economy,EN
R_1C78Oth0IS3lf8y,Hospitals,EN
R_1C7O44mih4XvtJi,senior's care,EN
R_1C7O4VKbKdpSFEn,We need a competent leader,EN
R_1C7qL8ytnBJO3Oe,All of it. Canada sucks.,EN
R_1C8hbbmvJ3omFdZ,Covid,FR-CA
R_1C97VFGPdk4ZNJL,Returning to normal/ending Covid measures,EN
R_1C9joVfvE4RWGsu,climate change,EN
R_1C9rlD7nJvrAdph,Climate/Environment,EN
R_1CBCgGXsSHtVVup,Education,EN
R_1CBFjognF1yt0wa,The economy,EN
R_1CBb7ndVZvNlmJc,La sécurité sanitaire,FR-CA
R_1CBgYjssiFKAoUm,Environnement,FR-CA
R_1CC35JZg96lzL2u,Covid 19,EN
R_1CCMv2Qz0apoP2p,Covid response,EN
R_1CClR9RkIdAzd53,"Ending government tyranny and the ""new world order"" cloaked as covid",EN
R_1CDDbvc1Npverp0,Getting through the pandemic.,EN
R_1CDDfjieq30D0tM,dont have an opinion,EN
R_1CDOugIk4WxqlIX,environnement et santé,FR-CA
R_1CDP4seq6GcTQlq,Daycare,EN
R_1CDRK0g9v7oTU9G,Replacement of Trudeau government,EN
R_1CDXyfLNwyf12wK,Les ainés,FR-CA
R_1CDZjLVipXznH1m,SOINS POUR LES AINÉS - SANTÉ,FR-CA
R_1CDZjlZAz7qiZQT,Health Care and Senior Issues,EN
R_1CDeycrI8kzHEPU,vaccine passports,EN
R_1CDssNl36AF8HHf,Student debt,EN
R_1CDut9tG3faBsZk,Économie,FR-CA
R_1CE1zDM268ekldT,LOWERING TAXES,EN
R_1CECaWKtlKJBGGm,respect du Québec,FR-CA
R_1CEDOTmI8Cuhx9e,Économie,FR-CA
R_1CEJRHkhIoq52Eb,Environnement,FR-CA
R_1CEkUxXPcoeyZC9,jobs,EN
R_1CHARQMbV5069ci,Covid 19,EN
R_1CHN39bmWAoesaO,Health Care,EN
R_1CHdQE19NJtGWUD,Les places en garderie,FR-CA
R_1CHhHXJsPdVk2Ms,Pandemic control,EN
R_1CHj4WtlrJafaFn,finances,FR-CA
R_1CHnVFpkEcpBSe2,Housing affordability,EN
R_1CI11RzEuvQx6Uq,Woman’s rights,EN
R_1CI12JhDrky3cYq,Economic recovery,EN
R_1CI5quDlkYPrlxG,Economy,EN
R_1CI8Fxvh0exDDON,la santé,FR-CA
R_1CILXJ0RfwN6cq6,COVID-19 AND THE ECONOMY,EN
R_1CIV2EjYqTKW9HX,un gouvernement majoritaire,FR-CA
R_1CIbci3weOKN17H,healthcare,EN
R_1CIlyYGcDZuc3U3,Environment,EN
R_1CJD3XdwlqYc9ZT,L'environnement,FR-CA
R_1CJb7P9tN9w74IU,L'économie,FR-CA
R_1CK0658X3UngctY,"Soutien aux entreprises locales, environnement",FR-CA
R_1CKDx2lHggsAAfe,Nothing at all,EN
R_1CKoMzogTbz2yzV,Covid 19,EN
R_1CaamHLH0Hx605P,Voting out the Trudeau Liberals,EN
R_1CanwfnudtGXyPT,La pandémies,FR-CA
R_1CausefzaVRtNrt,Health care,EN
R_1CbaaNviG5FGYmd,Jobs,EN
R_1Cd0lcnJO68cbod,All levels of hospital care,EN
R_1Cd2ZwE9HHsp9SD,idk,EN
R_1CdApd3D0TR3Zs6,I don’t know,EN
R_1CdQIw5u9uWsiGo,Cost of living,EN
R_1CdR2pcsukFpsmv,economy,EN
R_1CdXTIy3s9q2ZnR,Environment,EN
R_1CdqIzTIzak0Uru,cost of living,EN
R_1Cdsc21ufV42hYD,Immigrant health and reduced taxes,EN
R_1CdtCgj3ia3QJ9C,Climate Change,EN
R_1Cdxe4cVC9dhZON,Économie,FR-CA
R_1Ce9qoZacnVmllf,Free dental,EN
R_1CeHJqBWAIO0fxj,Pharmacare and the Environment,EN
R_1CeTmkvL48hpZMB,healthcare and senior care,EN
R_1CeYQCUBXk03aBm,health care,EN
R_1CeYyTP6SAok5XX,Environemtn,EN
R_1CfLsKZWa9rfJ9w,La majorité,FR-CA
R_1CfNMQzwiPebiCY,The fact that there is a needless election which costs over $ 600 million and during this period no government work gets done.,EN
R_1CfR0wv97zNp50k,prices,EN
R_1Cfg7FUrjmd10MS,THE LIBERALS GET BOOTED OUT,EN
R_1CfgR8qV90oAIHL,ÈCONOMIE,FR-CA
R_1CftlgQYwMPb5TP,Not sure,EN
R_1Cg4tO26hQejGfv,Environnement,FR-CA
R_1CgbFUlG3mrwPXu,to get rid of trudeau,EN
R_1CgoVHpsI9xKxC7,Environnement,FR-CA
R_1ChdWr6IHk9uBNv,La pandémie,FR-CA
R_1CjOUJVlH1besGi,Cost of living,EN
R_1CjQE34ePL02GPP,Cost of living,EN
R_1CjueToYRVkSYTb,Why Are we Having this Election?,EN
R_1CjyX9UbUbIF1IJ,abortion rights and climate change movements,EN
R_1CjywXvkPwhACdb,Climate change,EN
R_1CkCpc8AWPUe7mr,"Climate issues, the environment,",EN
R_1CkDRYqErCtzrci,"Put a trustable person as a PM, but none are running.",EN
R_1CkLowLgbuhZOPv,The economy and jobs.,EN
R_1CkLxiKxzZ2En3S,federal election,EN
R_1CkWZ79mWmmDwdB,Government deficit,EN
R_1CkdPB9xFz1zuhn,COVID financial recovery,EN
R_1CkeSxmeUCLYL5u,Covid,EN
R_1CkiDX0XQ51W1kX,Trust,EN
R_1CkigUmNU5Fmwxa,….,EN
R_1CkiyHg0arO1R6P,None,EN
R_1ClTOIWCloMmgxe,logement,FR-CA
R_1CljfIIZZpjD5WR,Health care,EN
R_1CltEcvOjFfTjSV,Environnement,FR-CA
R_1Cltgvlj4V8YopA,la pandémie,FR-CA
R_1CmA6zUVDsEBdui,health care,EN
R_1Cme1beJ7oLXFKn,Reprise économique,FR-CA
R_1CmfGimUP8TmnlA,taxes,EN
R_1Cmfu42yYSrlDzI,Economic recovery so ambitious social plans can be implemented.,EN
R_1Cp6Unq3dKWpIeO,Cost of living,EN
R_1CpBnvvPuxosAy4,Environmental issues,EN
R_1CpEQZAbzeFCbFA,to make the country progress,EN
R_1CpZ2J8Akd8d3qc,Covid,EN
R_1Cpd7I0sFALWdVI,covid,EN
R_1Cq3Ppm0Qf9Dz69,Helping low income family’s,EN
R_1CqB5OWuosu93Qg,Government integrity or lack thereof,EN
R_1CqE16z3oKo9btl,Taxes,EN
R_1CqMHcGa4T1Eygp,COVID 19 Recovery,EN
R_1CqdoLPSzUu2QaV,La gestion de la covid 19,FR-CA
R_1CqhNSUibO6p7wO,Economy,EN
R_1CqqENM0TxsZxKU,truth,EN
R_1Cr1mpbjaQQBTtw,vaccination,EN
R_1Cr7BwZ6ibE9Sfz,Healthcare,EN
R_1Cr8XtYmGJnymy0,Electoral Reform,EN
R_1Crn7WLSKWlHiJr,climate change,EN
R_1CrnuLk3xgXKjCq,economy,EN
R_1CsEyE2b4X8Rsts,Health,EN
R_1CsjtCkKak4CT5l,Housing,EN
R_1Csvj8Dw6ZqG8wm,Healthcare,EN
R_1Cv81CQOf2KuGG4,Retour de plusieurs secteurs a redonner au province,FR-CA
R_1CvIoiNbzRWSkUq,Diversity and inclusion,EN
R_1CvvDnM4isAXEPE,Environnement,FR-CA
R_1Cw67GRJ2rhRtbG,Relance économique,FR-CA
R_1CxMr6JV6S34jfP,Défaite des libéraux,FR-CA
R_1CxNlSmUyhCwr3E,"Funding and advocacy for seniors' issues, ie, health care, housing, etc.",EN
R_1Cxp19Iaz1hXQ8Y,Environnement,FR-CA
R_1CyCKPJhyhNQf2D,taxes,EN
R_1CyD4mdts66xwtB,Health Care,EN
R_1CyFdGqksTM79uN,Defeating the Trudeau Liberal government,EN
R_1CyIJEMLX4T9rIX,Out of control COVID spending,EN
R_1CydMFlkHLoLYNT,Avoir un bon premier ministre,FR-CA
R_1DA3x3O5H9IghNN,Economie,FR-CA
R_1DA7Vxye50hMbWL,Climate change reversal or at least control,EN
R_1DA9UErqXe56WM3,Deficit,EN
R_1DALPa8vBylRf9p,Covid,EN
R_1DAb7HwtzEYk8mp,Honesty,EN
R_1DApFYH5MAElcdy,La relance économique et comment sortir de la pandémie,FR-CA
R_1DArBFznr5LWTuK,Taxation,EN
R_1DAtSNk8CT5jpvi,Economic recovery,EN
R_1DB8QstCI8EZsqc,Les personnes âgées,FR-CA
R_1DBCvzP1L2SbJe6,Get rid of corrupt Liberal Party,EN
R_1DBHMrSDsGr0lJS,L'économie,FR-CA
R_1DBTvfHWQv9ypH3,Climate change,EN
R_1DBXbHmgcvZAjtt,L'environnement,FR-CA
R_1DBhHAoweyQDJCV,healthcare,EN
R_1DBl5nrjuu5yvmp,Deficit,EN
R_1DC0ZdoukEVLBrq,Climate Change,EN
R_1DCD309uYuvsDN2,Not sure,EN
R_1DCEP0PcncnrFYi,Covid19,EN
R_1DCHyFhz2Ky3Orp,HealthCare,EN
R_1DCMhSrYwqfmcAd,health,EN
R_1DCNfuOZ0N7piEe,Système de la santé,FR-CA
R_1DCP3vLKRjfyYQ8,Économie,FR-CA
R_1DChKUouIRiGCma,Economics,EN
R_1DCoUKcxebFFXoU,Affordable housing,EN
R_1DD3fsXKNHUO45p,Western Canadian equality,EN
R_1DD55ACwDGEzNpG,Economy,EN
R_1DFHsxFuyTCgdjr,Covid,FR-CA
R_1DFHy9dXDYpWi4k,Vax pass,EN
R_1DFLK115kTECSjn,Healthcare,EN
R_1DFN8sEc1BJI5Ow,Santé sans restrictions,FR-CA
R_1DG4EI8IGQ736YT,economy,EN
R_1DG4MJnSf8SYMnx,need a change in government,EN
R_1DG59y25jGMJrEM,Environment,EN
R_1DGSyOGYD1fDmiH,To have a centrist government - neither too right or too left,EN
R_1DGaUOKXovkRXSo,Environnement,FR-CA
R_1DHaAkJXCVmVTLC,Dealing with the pandemic and the naysayers,EN
R_1DHjaXQqRibXFNf,Climate change,EN
R_1DHnWdJE7Yz1hOR,environnement,FR-CA
R_1DHnWvHXexEeOer,Taxation,EN
R_1DI5cVvBJOxSShv,Economy,EN
R_1DI788kqDhbW8yh,employment,EN
R_1DI8t2h3KGGlU6H,Healthcare and housing,EN
R_1DIHAq7nTWJ96nm,Economy,EN
R_1DIIU02OnDBi22I,economy,EN
R_1DITd9bWg78Bixe,Economy,EN
R_1DJarUs3hYFMjMs,the economy,EN
R_1DLLx2cc5YGUYe1,climate change,EN
R_1DMWHbIUM3ZWmQ2,COVID - 19 and removing restrictions,EN
R_1DMfqO0ZVMg332E,Climate change,EN
R_1DNDDKYpHo7o3Aw,La crise Climatique.,FR-CA
R_1DNF5VU0GEJEtRv,defeat the Liberals,EN
R_1DNNkN5VifPFCtC,"Affordable childcare, affordable housing, healthcare",EN
R_1DNeuriPh5JEoFw,the fact that the election is even being held at this time,EN
R_1DNlwuRQ2635ZtP,la pandémie,FR-CA
R_1DNnCfjobObSQqv,Climate change,EN
R_1DNnwOWMmwyVeg5,The recovery from Covid 19,EN
R_1DO9wQOv103iAV5,The Canadian Economy,EN
R_1DOIEWAgzeYnaPN,Healthcare,EN
R_1DOJQk5WZo3dwSn,COVID and the respect of laws   Also criminality and discrimination for baby bonus and nothing for elderly,EN
R_1DOLw3gLldysBt3,Economy,EN
R_1DOPCmRLOUDxH1D,Changement climatique,FR-CA
R_1DOUiEBsJNHjsZQ,Climate change and Covid-19/vaccines,EN
R_1DOVLKNY2RouFuF,Health care - COVID 19 issues,EN
R_1DOlafhsobhPb4k,Integrity,EN
R_1DOtGI55bP3B0HU,"Droits et liberté,  environnement, santé sociale, éducation, meilleures conditions de travail et salaire pour les travailleurs essentiels",FR-CA
R_1DP7KnbbAuSTxb4,De detroner Justin trudeau,FR-CA
R_1DRRrdB9lfXNo7t,Environnement,FR-CA
R_1DRSC5Svmb2pGcH,pandemic,EN
R_1DSSz5zw90DvUNb,Dette du Canada,FR-CA
R_1DSUVTW5No2Mh2U,Not sure,EN
R_1DSkDttYCfQbo4t,La dette,FR-CA
R_1DTDdpd05igUnh9,The environment,EN
R_1DTneDH261hYogB,Le déficit,FR-CA
R_1DTouGyewKMqCSr,"Le bien et l""avenir du peuple",FR-CA
R_1DTrIQhMJr6I0GP,LA VACCINATION COVID-19,FR-CA
R_1DUL29q0rwXdWsb,Healthcare,EN
R_1DULBcVRyfypAFV,finance,FR-CA
R_1DUUaIYEuCqzAMq,Affordability,EN
R_1DUUgiifxXxe5E8,Affordable housing,EN
R_1DUVriwX2D89505,Environment,EN
R_1DUYREV2DADSfxu,economy,EN
R_1DUnIWonjBo80tM,Debt management,EN
R_1DUqDpYwSdOnQU3,government deficit,EN
R_1DUr9G1wSrtuD7a,economy,EN
R_1DUtJe2CSUdNQ4a,l'environnement,FR-CA
R_1DUu0zQPmVI20yx,Famille,FR-CA
R_1DUvyWVrJVdQeBw,Housing Costs,EN
R_1DUxdQE4k788yL6,Housing,EN
R_1DVcOJD8nqRwRCJ,Environment,EN
R_1DVkv8aAgIbAwFR,économies,FR-CA
R_1DVmbNnHXRG9YJ6,economy,EN
R_1DXSSnNL6x6xhdp,Pandémie,FR-CA
R_1DXZWVTTKESDBPg,Vaccine mandates,EN
R_1DYBXfn3LGyKHIi,Garderie,FR-CA
R_1DYVuddJhd99hUc,Immigrations,FR-CA
R_1DZ2B6xQnfUhtZk,Emploi,FR-CA
R_1DZ3ulIimN9pTzZ,Freedom,EN
R_1DZHAwf0VrmZ9rV,Environement,FR-CA
R_1DZHqCYXxfZTYWO,Immigration,EN
R_1DZK2f3oiRZf74c,Health care,EN
R_1DZKaERx1TeMenJ,La Pandémie,FR-CA
R_1DZpU9dKWfht8Ga,National debt and federal budget,EN
R_1DZtR64IuFY1NT1,More opportunities,EN
